TripID,Latitude,Longitude
29165,54.55,10.63
29165,54.55,11.28
29165,55.76,18.01
29165,54.55,10.68
29165,54.55,10.69
29165,54.55,10.7
29165,54.56,10.71
29165,54.39,10.2
29165,55.76,18.1
29165,54.56,10.78
29165,54.56,10.79
29165,55.76,18.11
29165,54.57,10.8
29165,54.57,10.81
29165,55.76,18.13
29165,54.57,10.82
29165,54.57,10.89
29165,54.57,10.92
29165,55.76,18.15
29165,54.57,10.83
29165,54.57,10.88
29165,54.48,10.27
29165,54.58,10.93
29165,54.58,10.94
29165,55.76,17.67
29165,54.58,10.98
29165,55.74,17.12
29165,54.58,10.99
29165,54.49,10.33
29165,55.75,17.13
29165,54.49,10.34
29165,55.76,17.73
29165,55.75,17.14
29165,54.41,12.03
29165,54.5,10.36
29165,54.5,10.37
29165,54.41,12.04
29165,54.58,11.02
29165,54.58,11.03
29165,54.51,10.43
29165,54.58,11.08
29165,54.51,10.44
29165,55.76,17.82
29165,54.52,10.44
29165,54.41,12.06
29165,54.52,10.45
29165,54.52,10.46
29165,54.52,10.47
29165,54.58,11.14
29165,54.53,10.49
29165,54.53,10.5
29165,54.53,10.51
29165,54.58,11.15
29165,55.75,18.47
29165,54.58,11.16
29165,54.54,10.52
29165,54.57,11.18
29165,54.54,10.54
29165,54.54,10.55
29165,54.54,10.56
29165,54.54,10.57
29165,54.57,11.21
29165,54.56,11.22
29165,54.55,10.6
29165,54.56,11.23
29165,54.56,11.24
29165,54.55,11.26
29165,54.54,11.29
29165,54.55,10.64
29165,55.76,17.98
29165,54.55,10.65
29165,54.55,10.66
29165,54.55,10.67
29165,54.54,11.3
29165,54.54,11.31
29165,54.54,11.32
29165,54.53,11.33
29165,54.53,11.34
29165,54.53,11.35
29165,55.76,18.03
29165,54.51,11.42
29165,55.76,18.04
29165,54.56,10.72
29165,54.56,10.73
29165,54.51,11.43
29165,54.5,11.46
29165,54.5,11.47
29165,54.49,11.48
29165,54.49,11.49
29165,54.49,11.5
29165,54.49,11.51
29165,54.47,11.58
29165,54.46,11.59
29165,54.46,11.6
29165,54.46,11.61
29165,55.76,18.06
29165,54.45,11.62
29165,54.56,10.74
29165,54.45,11.63
29165,55.76,18.07
29165,54.56,10.75
29165,55.76,18.08
29165,54.56,10.76
29165,54.56,10.77
29165,54.43,11.71
29165,54.43,11.72
29165,54.42,11.72
29165,54.42,11.73
29165,54.42,11.74
29165,54.41,11.8
29165,54.41,11.81
29165,54.41,11.82
29165,54.41,11.83
29165,54.41,11.84
29165,54.57,10.84
29165,54.57,10.85
29165,54.57,10.86
29165,54.57,10.87
29165,54.41,11.91
29165,54.41,11.92
29165,54.41,11.93
29165,54.41,11.94
29165,54.41,11.95
29165,54.41,11.96
29165,54.5,10.35
29165,55.76,17.74
29165,54.41,12.05
29165,54.41,11.9
29165,54.41,11.98
29165,54.41,11.99
29165,54.49,12.24
29165,54.41,12.02
29165,54.58,11.04
29165,54.58,11.06
29165,54.51,10.42
29165,54.58,11.07
29165,54.59,11.12
29165,54.59,11.13
29165,54.41,12.08
29165,54.41,12.09
29165,54.53,11.36
29165,54.52,11.36
29165,54.52,11.38
29165,54.52,11.39
29165,54.51,11.41
29165,54.5,11.44
29165,54.5,11.45
29165,54.48,11.52
29165,54.48,11.53
29165,54.44,12.19
29165,54.44,12.2
29165,54.43,11.7
29165,54.41,11.77
29165,54.41,11.78
29165,54.41,11.79
29165,54.48,12.23
29165,54.5,12.24
29165,54.41,11.87
29165,54.41,11.88
29165,54.41,11.89
29165,54.41,11.97
29165,54.5,12.25
29165,54.51,12.25
29165,54.41,12
29165,54.58,10.95
29165,54.54,12.28
29165,54.55,12.29
29165,54.56,12.3
29165,54.5,10.38
29165,54.57,12.31
29165,54.58,11.05
29165,54.6,12.35
29165,54.6,12.36
29165,54.62,12.4
29165,54.64,12.45
29165,54.56,11.21
29165,54.66,12.49
29165,54.68,12.55
29165,54.69,12.56
29165,54.69,12.57
29165,54.69,12.58
29165,54.52,11.37
29165,54.42,12.17
29165,54.51,11.4
29165,54.43,12.18
29165,54.72,12.64
29165,54.72,12.65
29165,54.73,12.65
29165,54.73,12.66
29165,54.48,11.51
29165,54.48,11.54
29165,54.47,11.55
29165,54.47,11.56
29165,54.47,11.57
29165,54.45,11.64
29165,54.45,11.65
29165,54.44,11.65
29165,54.44,11.66
29165,54.42,11.75
29165,54.41,11.76
29165,54.78,12.85
29165,54.41,11.85
29165,54.41,11.86
29165,54.78,12.86
29165,54.79,12.87
29165,54.49,12.23
29165,54.86,13.3
29165,54.41,12.07
29165,54.81,12.98
29165,54.81,12.99
29165,54.51,12.26
29165,54.41,12.01
29165,54.58,10.96
29165,54.58,10.97
29165,54.53,12.27
29165,54.53,12.28
29165,54.8,12.95
29165,54.56,12.29
29165,54.57,12.3
29165,54.8,12.96
29165,54.59,12.32
29165,54.59,12.33
29165,54.59,12.34
29165,54.82,13.05
29165,54.61,12.37
29165,54.61,12.38
29165,54.61,12.39
29165,54.62,12.41
29165,54.62,12.42
29165,54.63,12.44
29165,54.82,13.06
29165,54.64,12.44
29165,54.64,12.46
29165,54.41,12.1
29165,54.65,12.47
29165,54.65,12.48
29165,54.66,12.5
29165,54.41,12.14
29165,54.67,12.51
29165,54.67,12.53
29165,54.68,12.53
29165,54.68,12.54
29165,54.41,12.16
29165,54.42,12.16
29165,54.7,12.59
29165,54.82,13.08
29165,54.83,13.09
29165,54.83,13.1
29165,54.83,13.11
29165,54.7,12.6
29165,54.71,12.61
29165,54.43,12.17
29165,54.71,12.62
29165,54.71,12.63
29165,54.72,12.63
29165,54.45,12.2
29165,54.75,12.7
29165,54.75,12.71
29165,54.75,12.72
29165,54.76,12.73
29165,54.45,12.21
29165,54.44,11.67
29165,54.44,11.68
29165,54.43,11.69
29165,54.77,12.8
29165,54.46,12.21
29165,54.84,13.18
29165,54.84,13.19
29165,54.85,13.2
29165,54.78,12.82
29165,54.78,12.83
29165,54.47,12.22
29165,54.85,13.22
29165,54.78,12.84
29165,54.85,13.24
29165,54.79,12.88
29165,54.86,13.28
29165,54.81,12.97
29165,54.86,13.29
29165,54.79,12.89
29165,54.79,12.9
29165,54.79,12.91
29165,54.8,12.92
29165,54.8,12.93
29165,54.8,12.94
29165,54.87,13.31
29165,54.87,13.32
29165,54.87,13.33
29165,54.87,13.34
29165,54.87,13.35
29165,54.52,12.26
29165,54.87,13.36
29165,54.52,12.27
29165,54.88,13.37
29165,54.88,13.38
29165,54.81,13
29165,55.01,14.02
29165,54.58,12.31
29165,54.58,12.32
29165,54.81,13.01
29165,54.81,13.02
29165,54.81,13.03
29165,54.89,13.47
29165,54.9,13.47
29165,54.82,13.03
29165,54.82,13.04
29165,54.9,13.48
29165,54.63,12.42
29165,54.63,12.43
29165,54.82,13.07
29165,54.9,13.49
29165,54.9,13.5
29165,54.41,12.11
29165,54.9,13.51
29165,54.41,12.12
29165,54.41,12.13
29165,54.41,12.15
29165,54.66,12.51
29165,54.67,12.52
29165,54.9,13.52
29165,54.83,13.08
29165,54.83,13.12
29165,54.83,13.13
29165,54.92,13.61
29165,54.92,13.62
29165,54.92,13.63
29165,54.93,13.63
29165,54.93,13.64
29165,54.93,13.65
29165,54.93,13.66
29165,54.83,13.14
29165,54.84,13.14
29165,54.84,13.15
29165,54.94,13.67
29165,54.84,13.16
29165,54.73,12.67
29165,54.74,12.68
29165,54.74,12.69
29165,54.76,12.72
29165,54.76,12.74
29165,54.76,12.75
29165,54.77,12.76
29165,54.77,12.77
29165,54.77,12.78
29165,54.77,12.79
29165,54.96,13.76
29165,54.96,13.77
29165,54.96,13.78
29165,54.84,13.17
29165,54.85,13.19
29165,54.85,13.21
29165,54.78,12.81
29165,54.85,13.23
29165,54.96,13.79
29165,54.97,13.8
29165,54.97,13.81
29165,54.85,13.25
29165,54.86,13.25
29165,54.86,13.26
29165,54.86,13.27
29165,54.95,13.74
29165,55,13.93
29165,55.36,14.6
29165,55.36,14.61
29165,55,13.94
29165,55.37,14.61
29165,55,13.95
29165,55,13.96
29165,55,13.97
29165,55.39,14.65
29165,55,13.98
29165,55.01,13.98
29165,55.01,13.99
29165,55.01,14
29165,55.4,14.66
29165,55.01,14.01
29165,55.4,14.67
29165,54.88,13.39
29165,54.99,13.89
29165,54.99,13.9
29165,54.88,13.4
29165,55.4,14.68
29165,54.88,13.41
29165,55.02,14.03
29165,55.02,14.05
29165,54.89,13.42
29165,54.89,13.43
29165,55.41,14.69
29165,55.41,14.7
29165,55.02,14.06
29165,54.89,13.44
29165,55.02,14.07
29165,54.99,13.91
29165,55.03,14.08
29165,55.03,14.09
29165,55.03,14.1
29165,54.89,13.45
29165,54.89,13.46
29165,55.03,14.11
29165,55.03,14.12
29165,55.04,14.13
29165,55.04,14.14
29165,55.04,14.15
29165,55.05,14.16
29165,55.05,14.17
29165,55.06,14.17
29165,55.06,14.18
29165,55.07,14.19
29165,55.08,14.2
29165,55.08,14.21
29165,55.09,14.21
29165,55.09,14.22
29165,55.1,14.23
29165,55.1,14.24
29165,55.11,14.25
29165,54.9,13.53
29165,55.12,14.26
29165,54.99,13.92
29165,54.91,13.54
29165,55.12,14.27
29165,55.13,14.27
29165,55.13,14.28
29165,54.91,13.55
29165,54.91,13.56
29165,55.14,14.29
29165,54.91,13.57
29165,54.91,13.58
29165,55.14,14.3
29165,54.92,13.59
29165,55.15,14.3
29165,55.15,14.31
29165,55.16,14.31
29165,55.16,14.32
29165,54.92,13.6
29165,55.17,14.33
29165,55.17,14.34
29165,55.18,14.34
29165,54.94,13.68
29165,54.94,13.69
29165,54.94,13.7
29165,55.18,14.35
29165,55.19,14.35
29165,55.55,15.17
29165,55.19,14.36
29165,55.2,14.37
29165,55.2,14.38
29165,54.94,13.71
29165,55.21,14.38
29165,54.95,13.72
29165,54.95,13.73
29165,55.21,14.39
29165,54.95,13.75
29165,55.22,14.4
29165,55.23,14.41
29165,55.23,14.42
29165,55.24,14.42
29165,55.24,14.43
29165,55.25,14.44
29165,55.25,14.45
29165,55.26,14.46
29165,55.27,14.47
29165,55.27,14.48
29165,55.28,14.48
29165,55.28,14.49
29165,55.29,14.5
29165,55.29,14.51
29165,55.3,14.52
29165,54.97,13.82
29165,54.97,13.83
29165,54.98,13.84
29165,54.98,13.85
29165,54.98,13.86
29165,55.3,14.53
29165,55.31,14.53
29165,54.98,13.87
29165,55.31,14.54
29165,55.32,14.54
29165,55.32,14.55
29165,55.33,14.56
29165,55.33,14.57
29165,55.34,14.57
29165,55.34,14.58
29165,54.98,13.88
29165,55.35,14.58
29165,54.99,13.88
29165,55.35,14.59
29165,55.59,15.28
29165,55.59,15.29
29165,55.6,15.42
29165,55.61,15.47
29165,55.61,15.48
29165,55.61,15.49
29165,55.61,15.5
29165,55.38,14.62
29165,55.38,14.63
29165,55.39,14.64
29165,55.62,15.59
29165,55.62,15.6
29165,55.62,15.61
29165,55.62,15.62
29165,55.62,15.63
29165,55.62,15.64
29165,55.62,15.65
29165,55.63,15.73
29165,55.63,15.74
29165,55.63,15.75
29165,55.02,14.04
29165,55.64,15.79
29165,55.64,15.85
29165,55.41,14.71
29165,55.42,14.71
29165,55.42,14.72
29165,55.42,14.73
29165,55.42,14.74
29165,55.43,14.75
29165,55.43,14.76
29165,55.43,14.77
29165,55.44,14.78
29165,55.44,14.79
29165,55.44,14.8
29165,55.44,14.81
29165,55.45,14.82
29165,55.45,14.83
29165,55.45,14.84
29165,55.46,14.85
29165,55.46,14.86
29165,55.46,14.87
29165,55.47,14.88
29165,55.47,14.89
29165,55.47,14.9
29165,55.48,14.92
29165,55.48,14.93
29165,55.49,14.95
29165,55.49,14.96
29165,55.49,14.97
29165,55.5,14.98
29165,55.5,14.99
29165,55.5,15
29165,55.51,15.01
29165,55.51,15.02
29165,55.51,15.03
29165,55.52,15.04
29165,55.52,15.05
29165,55.52,15.06
29165,55.52,15.07
29165,55.53,15.08
29165,55.53,15.09
29165,55.53,15.1
29165,55.54,15.11
29165,55.54,15.12
29165,55.54,15.13
29165,55.54,15.14
29165,55.55,15.14
29165,55.55,15.15
29165,55.55,15.16
29165,55.56,15.18
29165,55.56,15.19
29165,55.56,15.2
29165,55.57,15.21
29165,55.57,15.22
29165,55.57,15.23
29165,55.57,15.24
29165,55.58,15.25
29165,55.58,15.26
29165,55.58,15.27
29165,55.59,15.3
29165,55.59,15.31
29165,55.6,15.32
29165,55.6,15.33
29165,55.6,15.34
29165,55.6,15.35
29165,55.6,15.36
29165,55.6,15.37
29165,55.6,15.38
29165,55.6,15.39
29165,55.6,15.4
29165,55.6,15.41
29165,55.61,15.43
29165,55.61,15.44
29165,55.61,15.45
29165,55.61,15.46
29165,55.37,14.62
29165,55.49,14.94
29165,55.63,15.71
29165,55.63,15.72
29165,55.64,15.76
29165,55.64,15.8
29165,55.64,15.82
29165,55.65,15.94
29165,55.65,15.95
29165,55.66,16.02
29165,55.66,16.03
29165,55.67,16.16
29165,55.67,16.18
29165,55.67,16.19
29165,55.67,16.2
29165,55.67,16.21
29165,55.67,16.22
29165,54.63,18.91
29165,55.68,16.34
29165,55.48,14.91
29165,55.61,15.51
29165,54.53,18.76
29165,54.7,18.99
29165,54.7,18.98
29165,55.61,15.53
29165,55.62,15.55
29165,54.69,18.98
29165,55.62,15.56
29165,54.69,18.97
29165,55.62,15.58
29165,54.68,18.96
29165,55.63,15.66
29165,55.63,15.67
29165,55.63,15.68
29165,55.63,15.69
29165,55.64,15.84
29165,55.64,15.86
29165,55.65,15.9
29165,55.65,15.92
29165,54.65,18.93
29165,54.65,18.92
29165,54.64,18.92
29165,54.64,18.91
29165,54.97,19.42
29165,54.97,19.41
29165,54.61,18.89
29165,54.6,18.89
29165,54.96,19.41
29165,54.96,19.4
29165,54.96,19.39
29165,54.6,18.88
29165,54.95,19.39
29165,54.95,19.38
29165,54.94,19.37
29165,54.91,19.33
29165,54.91,19.32
29165,54.9,19.31
29165,54.59,18.88
29165,54.9,19.3
29165,54.89,19.3
29165,54.89,19.29
29165,54.59,18.87
29165,54.58,18.87
29165,54.89,19.28
29165,54.88,19.28
29165,54.57,18.84
29165,54.56,18.83
29165,54.84,19.22
29165,54.84,19.21
29165,54.84,19.2
29165,54.83,19.2
29165,54.83,19.19
29165,54.82,19.19
29165,54.82,19.18
29165,54.82,19.17
29165,54.81,19.17
29165,54.81,19.16
29165,54.8,19.15
29165,54.53,18.77
29165,54.77,19.1
29165,54.77,19.09
29165,54.76,19.09
29165,54.76,19.08
29165,54.76,19.07
29165,54.75,19.07
29165,54.53,18.75
29165,55.67,16.15
29165,54.74,19.05
29165,54.53,18.66
29165,54.53,18.65
29165,55.62,15.57
29165,54.53,18.74
29165,55.67,16.23
29165,55.67,16.24
29165,55.08,19.58
29165,54.56,18.84
29165,54.56,18.82
29165,54.55,18.82
29165,54.74,19.06
29165,54.73,19.03
29165,54.53,18.64
29165,54.72,19.02
29165,54.53,18.63
29165,54.53,18.62
29165,54.53,18.61
29165,54.53,18.6
29165,54.53,18.59
29165,54.53,18.58
29165,54.68,18.95
29165,54.67,18.95
29165,54.53,18.57
29165,54.53,18.56
29165,54.67,18.94
29165,54.53,18.73
29165,54.66,18.94
29165,54.66,18.93
29165,54.53,18.72
29165,54.53,18.71
29165,54.53,18.7
29165,54.53,18.69
29165,55.67,16.25
29165,54.54,18.52
29165,55.15,19.7
29165,55,19.46
29165,55,19.45
29165,54.63,18.9
29165,54.62,18.9
29165,54.99,19.45
29165,54.99,19.44
29165,54.98,19.44
29165,54.98,19.43
29165,54.54,18.51
29165,54.94,19.36
29165,54.93,19.36
29165,54.93,19.35
29165,54.92,19.34
29165,54.92,19.33
29165,54.58,18.86
29165,54.58,18.85
29165,54.57,18.85
29165,54.88,19.27
29165,54.87,19.26
29165,54.87,19.25
29165,54.86,19.25
29165,54.86,19.24
29165,54.86,19.23
29165,54.85,19.23
29165,54.85,19.22
29165,54.55,18.81
29165,54.71,19
29165,54.7,19
29165,54.54,18.81
29165,54.54,18.8
29165,54.54,18.79
29165,54.53,18.79
29165,54.53,18.78
29165,54.8,19.14
29165,54.79,19.14
29165,54.79,19.13
29165,54.78,19.12
29165,54.78,19.11
29165,54.75,19.06
29165,54.73,19.04
29165,54.72,19.03
29165,54.71,19.01
29165,55.65,15.99
29165,54.53,18.54
29165,54.53,18.53
29165,54.53,18.67
29165,54.53,18.52
29165,54.54,18.5
29165,54.53,18.55
29165,54.53,18.68
29178,54.52,10.44
29178,54.52,10.43
29178,54.5,10.37
29178,54.51,10.38
29178,54.51,10.39
29178,54.51,10.4
29178,54.51,10.41
29178,54.52,10.42
29178,54.58,11.15
29178,54.49,10.32
29178,54.54,11.29
29178,54.54,11.31
29178,54.54,11.3
29178,54.54,11.32
29178,54.52,10.45
29178,54.53,10.46
29178,54.53,10.47
29178,54.53,10.48
29178,54.53,10.49
29178,54.54,10.5
29178,54.36,10.13
29178,54.36,10.14
29178,54.54,10.51
29178,54.54,10.52
29178,54.54,10.53
29178,54.54,10.54
29178,54.55,10.54
29178,54.55,10.55
29178,54.55,10.56
29178,54.55,10.57
29178,54.55,10.58
29178,54.56,10.58
29178,54.56,10.59
29178,54.56,10.6
29178,54.56,10.61
29178,54.36,10.15
29178,54.56,10.62
29178,54.56,10.63
29178,54.56,10.64
29178,54.56,10.65
29178,54.56,10.66
29178,54.56,10.67
29178,54.36,10.16
29178,54.56,10.68
29178,54.36,10.17
29178,54.56,10.69
29178,54.56,10.7
29178,54.56,10.71
29178,54.56,10.72
29178,54.37,10.17
29178,54.37,10.18
29178,54.56,10.73
29178,54.56,10.74
29178,54.57,10.75
29178,54.57,10.76
29178,54.57,10.77
29178,54.57,10.78
29178,54.57,10.79
29178,54.57,10.8
29178,54.57,10.81
29178,54.57,10.82
29178,54.57,10.83
29178,54.57,10.84
29178,54.57,10.85
29178,54.38,10.19
29178,54.39,10.2
29178,54.57,10.86
29178,54.57,10.87
29178,54.57,10.88
29178,54.4,10.2
29178,54.57,10.89
29178,54.4,10.21
29178,54.41,10.21
29178,54.57,10.9
29178,54.57,10.91
29178,54.57,10.92
29178,54.42,10.21
29178,54.57,10.93
29178,54.42,10.22
29178,54.53,11.33
29178,54.43,10.23
29178,54.57,10.94
29178,54.57,10.95
29178,54.57,10.96
29178,54.57,10.97
29178,54.57,10.98
29178,54.58,10.98
29178,54.58,10.99
29178,54.58,11
29178,54.58,11.01
29178,54.58,11.02
29178,54.58,11.03
29178,54.58,11.04
29178,54.58,11.05
29178,54.58,11.06
29178,54.58,11.07
29178,54.58,11.08
29178,54.44,10.24
29178,54.58,11.09
29178,54.44,10.25
29178,54.58,11.1
29178,54.45,10.25
29178,54.58,11.11
29178,54.45,10.26
29178,54.46,10.26
29178,54.58,11.12
29178,54.46,10.27
29178,54.47,10.27
29178,54.58,11.13
29178,54.58,11.14
29178,54.47,10.28
29178,54.58,11.16
29178,54.58,11.17
29178,54.58,11.18
29178,54.57,11.19
29178,54.48,10.28
29178,54.48,10.29
29178,54.57,11.2
29178,54.57,11.21
29178,54.49,10.3
29178,54.57,11.22
29178,54.56,11.22
29178,54.56,11.23
29178,54.56,11.24
29178,54.49,10.31
29178,54.49,10.33
29178,54.56,11.25
29178,54.56,11.26
29178,54.55,11.26
29178,54.55,11.27
29178,54.5,10.34
29178,54.5,10.35
29178,54.5,10.36
29178,54.55,11.28
29178,54.55,11.29
29178,54.52,11.37
29178,54.52,11.36
29178,54.51,11.41
29178,54.51,11.42
29178,54.5,11.44
29178,54.48,11.52
29178,54.48,11.53
29178,54.48,11.54
29178,54.47,11.55
29178,54.47,11.56
29178,54.47,11.57
29178,54.44,11.66
29178,54.44,11.67
29178,54.44,11.68
29178,54.44,11.69
29178,54.43,11.71
29178,54.41,11.76
29178,54.41,11.77
29178,54.41,11.78
29178,54.41,11.79
29178,54.41,11.8
29178,54.41,11.81
29178,54.41,11.82
29178,54.41,11.83
29178,54.41,11.84
29178,54.41,11.85
29178,54.41,11.9
29178,54.41,11.91
29178,54.41,11.95
29178,54.41,11.96
29178,54.41,11.97
29178,54.41,11.98
29178,54.41,11.99
29178,54.41,12.03
29178,54.41,12.04
29178,54.41,12.07
29178,54.42,12.17
29178,54.42,12.18
29178,54.53,11.34
29178,54.53,11.35
29178,54.61,12.37
29178,54.51,11.43
29178,54.51,11.39
29178,54.51,11.4
29178,54.5,11.43
29178,54.41,11.93
29178,54.61,12.38
29178,54.7,12.62
29178,54.5,11.45
29178,54.5,11.46
29178,54.49,11.47
29178,54.49,11.48
29178,54.49,11.49
29178,54.49,11.5
29178,54.46,11.58
29178,54.46,11.59
29178,54.46,11.6
29178,54.46,11.61
29178,54.45,11.62
29178,54.45,11.63
29178,54.45,11.64
29178,54.45,11.65
29178,54.43,11.69
29178,54.43,11.7
29178,54.43,11.72
29178,54.43,11.73
29178,54.42,11.73
29178,54.42,11.74
29178,54.42,11.75
29178,54.42,11.76
29178,54.41,11.86
29178,54.41,11.87
29178,54.41,11.88
29178,54.41,11.89
29178,54.41,11.92
29178,54.41,11.94
29178,54.41,12
29178,54.41,12.01
29178,54.41,12.02
29178,54.41,12.05
29178,54.41,12.06
29178,54.41,12.14
29178,54.41,12.16
29178,54.43,12.18
29178,54.43,12.19
29178,54.48,12.24
29178,54.49,12.25
29178,54.5,12.25
29178,54.5,12.26
29178,54.7,12.6
29178,54.54,12.29
29178,54.55,12.29
29178,54.6,12.36
29178,54.6,12.37
29178,54.61,12.39
29178,54.62,12.39
29178,54.62,12.4
29178,54.62,12.41
29178,54.62,12.42
29178,54.63,12.42
29178,54.63,12.43
29178,54.52,11.38
29178,54.52,11.39
29178,54.7,12.61
29178,54.47,11.58
29178,54.79,12.94
29178,54.5,11.47
29178,54.48,11.51
29178,54.69,12.59
29178,54.73,12.68
29178,54.73,12.69
29178,54.73,12.7
29178,54.73,12.71
29178,54.75,12.79
29178,54.79,12.93
29178,54.76,12.8
29178,54.76,12.81
29178,54.76,12.82
29178,54.76,12.83
29178,54.68,12.55
29178,54.41,12.08
29178,54.41,12.09
29178,54.41,12.12
29178,54.41,12.15
29178,54.44,12.21
29178,54.45,12.22
29178,54.46,12.23
29178,54.47,12.24
29178,54.51,12.26
29178,54.52,12.26
29178,54.52,12.27
29178,54.53,12.28
29178,54.55,12.3
29178,54.56,12.3
29178,54.56,12.31
29178,54.57,12.31
29178,54.58,12.32
29178,54.59,12.35
29178,54.63,12.44
29178,54.64,12.45
29178,54.64,12.46
29178,54.65,12.47
29178,54.65,12.48
29178,54.65,12.49
29178,54.66,12.49
29178,54.66,12.5
29178,54.78,12.91
29178,54.78,12.92
29178,54.79,12.95
29178,54.79,12.96
29178,54.79,12.97
29178,54.72,12.66
29178,54.72,12.67
29178,54.44,12.2
29178,54.67,12.54
29178,54.78,12.93
29178,54.89,13.49
29178,54.68,12.56
29178,54.68,12.57
29178,54.69,12.57
29178,54.69,12.58
29178,54.8,12.98
29178,54.8,12.99
29178,54.71,12.62
29178,54.71,12.63
29178,54.71,12.64
29178,54.72,12.65
29178,54.8,13.04
29178,54.8,13.05
29178,54.81,13.05
29178,54.81,13.06
29178,54.81,13.07
29178,54.81,13.08
29178,54.81,13.09
29178,54.81,13.1
29178,54.82,13.11
29178,54.82,13.12
29178,54.74,12.73
29178,54.74,12.74
29178,54.74,12.75
29178,54.75,12.76
29178,54.75,12.77
29178,54.75,12.78
29178,54.75,12.8
29178,54.76,12.84
29178,54.77,12.85
29178,54.41,12.1
29178,54.41,12.11
29178,54.41,12.13
29178,54.77,12.86
29178,54.77,12.87
29178,54.43,12.2
29178,54.77,12.88
29178,54.47,12.23
29178,54.77,12.89
29178,54.78,12.89
29178,54.86,13.35
29178,54.78,12.9
29178,54.54,12.28
29178,54.87,13.36
29178,54.87,13.37
29178,54.59,12.33
29178,54.59,12.34
29178,54.6,12.35
29178,54.87,13.38
29178,54.87,13.39
29178,54.87,13.4
29178,54.88,13.42
29178,54.88,13.43
29178,54.66,12.51
29178,54.66,12.52
29178,54.67,12.52
29178,54.67,12.53
29178,54.99,13.98
29178,54.89,13.5
29178,54.9,13.51
29178,54.79,12.98
29178,54.9,13.53
29178,54.8,13
29178,54.89,13.48
29178,54.99,13.95
29178,54.8,13.02
29178,54.9,13.54
29178,54.9,13.55
29178,54.8,13.03
29178,54.91,13.55
29178,54.91,13.56
29178,54.91,13.57
29178,54.91,13.59
29178,54.74,12.72
29178,54.83,13.16
29178,54.83,13.17
29178,54.83,13.18
29178,54.83,13.19
29178,54.83,13.2
29178,54.84,13.21
29178,54.91,13.6
29178,54.92,13.61
29178,54.92,13.62
29178,54.92,13.63
29178,54.85,13.27
29178,54.85,13.29
29178,54.85,13.3
29178,54.86,13.31
29178,54.94,13.7
29178,54.94,13.71
29178,54.94,13.72
29178,54.94,13.73
29178,54.86,13.32
29178,54.86,13.33
29178,54.94,13.74
29178,54.86,13.34
29178,54.95,13.77
29178,54.95,13.78
29178,54.95,13.79
29178,54.96,13.8
29178,54.96,13.81
29178,54.96,13.82
29178,54.96,13.83
29178,54.88,13.41
29178,54.88,13.44
29178,54.97,13.85
29178,54.97,13.86
29178,54.97,13.87
29178,54.97,13.88
29178,54.97,13.89
29178,54.98,13.9
29178,54.88,13.45
29178,54.89,13.45
29178,54.89,13.46
29178,54.99,13.97
29178,54.89,13.47
29178,54.98,13.92
29178,54.98,13.93
29178,54.99,13.99
29178,55,14
29178,54.98,13.94
29178,54.9,13.52
29178,55.02,14.09
29178,54.8,13.01
29178,54.99,13.96
29178,55.02,14.1
29178,55.02,14.11
29178,55.02,14.12
